
🇨🇳歌唱祖国,#genre#
高山下的花环,https://vd2.bdstatic.com/mda-ngq0sksae82vsz1s/sc/cae_h264/1658728345217881856/mda-ngq0sksae82vsz1s.mp4
血染的风采,https://vd4.bdstatic.com/mda-nic7biexcec8run3/sc/cae_h264/1663067132889621847/mda-nic7biexcec8run3.mp4
驼铃,https://vd3.bdstatic.com/mda-mchq89ac3391xayj/720p/h264_cae/1620925227029359387/mda-mchq89ac3391xayj.mp4
相逢是首歌,https://vd3.bdstatic.com/mda-maapy96tkswujh1e/v1-cae/sc/mda-maapy96tkswujh1e.mp4
为了谁,https://vd2.bdstatic.com/mda-mi3ea8etqe1y8tpv/sc/cae_h264/1630750989946581520/mda-mi3ea8etqe1y8tpv.mp4
为了谁,https://vd3.bdstatic.com/mda-ma1jz4cuh8fn7fy9/v1-cae/sc/mda-ma1jz4cuh8fn7fy9.mp4
英雄泪,https://vd3.bdstatic.com/mda-mben1iextqu3in9c/v1-cae/sc/mda-mben1iextqu3in9c.mp4
当兵的人,https://vd2.bdstatic.com/mda-kjbb0xzvqi8ew4u7/sc/mda-kjbb0xzvqi8ew4u7.mp4
春晚,#genre#
春晚1983,https://vd2.bdstatic.com/mda-nmgf0aiczefpbjyv/360p/h264/1671273368681637465/mda-nmgf0aiczefpbjyv.mp4
春晚1984,http://txmov2.a.kwimgs.com/upic/2022/01/31/15/BMjAyMjAxMzExNTU5NTRfNDAzMDAxOTlfNjYyNzMyMzg3MTRfMF8z_b_B192356dadbc90d207ba16964d4c2914c.mp4
春晚1985,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMDFfNDAzMDAxOTlfNjYyNzMyNTAwMzJfMF8z_b_Be73c5abcbc0eeb2ec9fce6842e1362a4.mp4
春晚1986,https://txmov2.a.kwimgs.com/bs3/video-hls/5231493982164619599_hlshd15.m3u8
春晚1987,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8
西游齐天乐1987,http://50069.njc.svp.tencent-cloud.com/0bc3fuaaiaaavuaibgr5f5rfalodaqwqabaa.f10003.mp4
春晚1988,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8
春晚1989,http://txmov2.a.kwimgs.com/upic/2022/01/31/16/BMjAyMjAxMzExNjAwMTVfNDAzMDAxOTlfNjYyNzMyNzQ2OTlfMF8z_b_Be477b27b9ce655d2372df56a5a3d96ef.mp4
春晚1991,https://txmov2.a.kwimgs.com/bs3/video-hls/5210664837540712798_hlshd15.m3u8
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1998,https://txmov2.a.kwimgs.com/bs3/video-hls/5225864507896315430_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2000,https://txmov2.a.kwimgs.com/bs3/video-hls/5216294359327079321_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2002,https://txmov2.a.kwimgs.com/bs3/video-hls/5255700858599864364_hlshd15.m3u8
春晚2004,https://txmov2.a.kwimgs.com/bs3/video-hls/5223894184413450769_hlshd15.m3u8
春晚2005,https://txmov2.a.kwimgs.com/bs3/video-hls/5254012008863954469_hlshd15.m3u8
春晚2006,https://txmov2.a.kwimgs.com/bs3/video-hls/5194339310474320155_hlshd15.m3u8
春晚2007,https://txmov2.a.kwimgs.com/bs3/video-hls/5219953534755647343_hlshd15.m3u8
春晚2008,https://txmov2.a.kwimgs.com/bs3/video-hls/5194902262344826321_hlshd15.m3u8
春晚2009,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,https://txmov2.a.kwimgs.com/bs3/video-hls/5248101009010430183_hlshd15.m3u8
春晚2021,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
春晚2022,http://txmov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
春晚2023,https://txmov2.a.kwimgs.com/bs3/video-hls/5251197255879398624_hlshd15.m3u8
春晚1992,https://txmov2.a.kwimgs.com/bs3/video-hls/5256826755663896297_hlshd15.m3u8
春晚1993,https://txmov2.a.kwimgs.com/bs3/video-hls/5217420261875933947_hlshd15.m3u8
春晚1994,https://txmov2.a.kwimgs.com/bs3/video-hls/5197154061406974711_hlshd15.m3u8
春晚1995,https://txmov2.a.kwimgs.com/bs3/video-hls/5255137907893179578_hlshd15.m3u8
春晚1997,https://txmov2.a.kwimgs.com/bs3/video-hls/5230649583590411879_hlshd15.m3u8
春晚1999,https://txmov2.a.kwimgs.com/bs3/video-hls/5258234133675308186_hlshd15.m3u8
春晚2001,https://txmov2.a.kwimgs.com/bs3/video-hls/5228960735897942616_hlshd15.m3u8
春晚2014,https://txmov2.a.kwimgs.com/bs3/video-hls/5245286283437869627_hlshd15.m3u8
春晚2019,https://txmov2.a.kwimgs.com/bs3/video-hls/5222205336887088723_hlshd15.m3u8
春晚2020,http://txmov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4



知识,#genre#
中国能造"空天母舰"吗,https://vd2.bdstatic.com/mda-mdamhapbrp2ck73h/hd/cae_h264_clips/1618126075/mda-mdamhapbrp2ck73h.mp4
中国民企叫板美国B—21,https://vd2.bdstatic.com/mda-mdmcep7rjqbx7xwb/480p/h264/1619081333/mda-mdmcep7rjqbx7xwb.mp4
中国激光陀螺奠基人:高伯龙,https://vd2.bdstatic.com/mda-mcv21ju6zwexahik/hd/cae_h264_clips/1617078247/mda-mcv21ju6zwexahik.mp4
中国高铁,https://vd2.bdstatic.com/mda-mcw4dzi2ubsh6ius/hd/cae_h264_clips/1617162620/mda-mcw4dzi2ubsh6ius.mp4
中国盾构机成为世界第一历程,https://vd2.bdstatic.com/mda-meg9x7u7dnmjsupe/hd/cae_h264_clips/1621250565984571343/mda-meg9x7u7dnmjsupe.mp4
中国导弹之母_祝学军,https://vd3.bdstatic.com/mda-md55tps5ch82dsm3/480p/h264/1617682142/mda-md55tps5ch82dsm3.mp4
这里是中国2,https://cdnv.rt.com/doc-files/filmy/sovremennij-kitaj-mezhdu-gorodom-i/sovremennij-kitaj-mezhdu-gorodom-i_1.mp4
这里是中国1,https://cdnv.rt.com/doc-files/filmy/pobedit-bednost-opit-kitaya/pobedit-bednost-opit-kitaya_1.mp4
战神林彪,https://vd2.bdstatic.com/mda-mdbjwyvegrx5fgb3/hd/cae_h264_clips/1618209620/mda-mdbjwyvegrx5fgb3.mp4
油菜花开茶子红,http://vod-wy.cctv.cn/cms/2021-04-14/ART_450k_af7725d181a84c5fb3de764d47105e11-1618383958448-001.mp4
意识形态战争,https://cdnv.rt.com/doc-files/filmy/aleksandr-hodakovskij---ob-osvobozhdenii/aleksandr-hodakovskij---ob-osvobozhdenii_3.mp4
叶剑英为何封帅,https://vd4.bdstatic.com/mda-mcams00jq5xj8eu4/hd/cae_h264_clips/1615448988/mda-mcams00jq5xj8eu4.mp4
为顿涅茨克机场而战,https://cdnv.rt.com/doc-files/filmy/boi-za-aeroport-donecka-posledni/boi-za-aeroport-donecka-posledni_1.mp4
通往独立的道路,https://cdnv.rt.com/doc-files/filmy/lnr-put-k-nezavisimosti/lnr-put-k-nezavisimosti_1.mp4
特工之王李克农,https://vd2.bdstatic.com/mda-kmiid7a6902p7tf5/hd/cae_h264_clips/1608522766/mda-kmiid7a6902p7tf5.mp4
水下间谍活动,https://vd4.bdstatic.com/mda-mdehdd7jdx4yjy11/hd/cae_h264/1618460634/mda-mdehdd7jdx4yjy11.mp4
世界四大元帅,https://vd4.bdstatic.com/mda-mbnf9xauixdbwj60/hd/cae_h264_clips/1614061142/mda-mbnf9xauixdbwj60.mp4
三峡船闸,https://vd3.bdstatic.com/mda-md9jxit68eaxpai2/hd/cae_h264_clips/1618035776/mda-md9jxit68eaxpai2.mp4
日本大轰炸,https://vd3.bdstatic.com/mda-mdeek9pc1b8au1vd/cae_h264/1618482676/mda-mdeek9pc1b8au1vd.mp4
蔷薇骑士,http://vod-wy.cctv.cn/cms/2021-04-10/ART_450k_73b00f652eae4386a5d1ef4cfe61bea5-1618067637504-001.mp4
强硬外长杨洁篪,https://vd2.bdstatic.com/mda-mddqt25wyjyb2gjf/hd/cae_h264_clips/1618398122/mda-mddqt25wyjyb2gjf.mp4
佩洛西访问,https://cdnv.rt.com/doc-files/filmy/vizit-pelosi-na-tajvan-amerikanskie/vizit-pelosi-na-tajvan-amerikanskie_3.mp4
美国计划造"空天母舰"十五年后服役 成吗,https://vd3.bdstatic.com/mda-kifk7xjfsewxw1x0/hd/cae_h264_clips/mda-kifk7xjfsewxw1x0.mp4
马里乌波尔之战,https://cdnv.rt.com/doc-files/filmy/bitva-za-mariupol-osvobozhdenie-goroda/bitva-za-mariupol-osvobozhdenie-goroda_3.mp4
马里乌波尔解放,https://cdnv.rt.com/doc-files/filmy/vizhivshie-istorii-iz-osvobozhdyonnogo-mariupolya/vizhivshie-istorii-iz-osvobozhdyonnogo-mariupolya_3.mp4
马里乌波尔的行动,https://cdnv.rt.com/doc-files/filmy/mariupolskij-kotyol-pered-shturmom/mariupolskij-kotyol-pered-shturmom_1.mp4
马里乌波尔。回归,https://cdnv.rt.com/doc-files/filmy/mariupol-vozvrashhenie/mariupol-vozvrashhenie_3.mp4
军事行动问题,https://cdnv.rt.com/doc-files/filmy/voennaya-operaciya-voprosi-i-otveti/voennaya-operaciya-voprosi-i-otveti_3.mp4
军事行动问题,https://cdnv.rt.com/doc-files/filmy/voennaya-operaciya-voprosi-i-otveti/voennaya-operaciya-voprosi-i-otveti_3.mp4
军事行动剧院,https://cdnv.rt.com/doc-files/filmy/teatr-voennih-dejstvij/teatr-voennih-dejstvij_3.mp4
军神刘伯承,https://vd3.bdstatic.com/mda-maedsnm7xev255se/hd/cae_h264_clips/1610678594/mda-maedsnm7xev255se.mp4
金砖国家电视台,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
国民党特工之王_戴笠,https://vd2.bdstatic.com/mda-kmjqb48wj1gw08tu/cae_h264_clips/1608523306/mda-kmjqb48wj1gw08tu.mp4
国共特工界的王者,https://vd4.bdstatic.com/mda-mcrq1ukw1b8uuuav/hd/cae_h264_clips/1616763021/mda-mcrq1ukw1b8uuuav.mp4
刚果望族生活在贫困中,https://cdnv.russiatoday.com/rtd-files/films/the-congo-dandies/the-congo-dandies_1.mp4
改变世界的独裁者斯大林,https://vd3.bdstatic.com/mda-km8j42hu46qc8vjp/cae_h264_clips/1607502991/mda-km8j42hu46qc8vjp.mp4
俄乌会开战吗,https://vd3.bdstatic.com/mda-mdkcdkvjxnur2qv9/hd/cae_h264_clips/1618995321/mda-mdkcdkvjxnur2qv9.mp4
俄罗斯恐惧症和西方双重标准,https://cdnv.rt.com/doc-files/filmy/rusofobiya-istoriya-nenavisti/rusofobiya-istoriya-nenavisti_3.mp4
顿巴斯,https://cdnv.rt.com/doc-files/filmy/donbass-leto-2014/donbass-leto-2014_3.mp4
第二次世界大战的领导人,https://cdnv.rt.com/doc-files/filmy/bolshaya-trojka-lideri-vtoroj-mirovoj/bolshaya-trojka-lideri-vtoroj-mirovoj_3.mp4
曹原:中国天才科学家,https://vd4.bdstatic.com/mda-mdkdefn5rf03imia/hd/cae_h264_clips/1618972063/mda-mdkdefn5rf03imia.mp4
布衣元帅徐向前,https://vd4.bdstatic.com/mda-mcrq3sqrt4z7zpm8/cae_h264_clips/1616763204/mda-mcrq3sqrt4z7zpm8.mp4
北大博士说相声,https://vd4.bdstatic.com/mda-mangzauuruk8d7ia/hd/cae_h264_clips/1611384035/mda-mangzauuruk8d7ia.mp4
巴铁核武器从何而来,https://vd4.bdstatic.com/mda-mdfs3zfptr2w9yzp/mda-mdfs3zfptr2w9yzp.mp4
азовстал。解放,https://cdnv.rt.com/doc-files/filmy/azovstal-osvobozhdenie/azovstal-osvobozhdenie_3.mp4

神经刀,#genre#
一把赢了两亿,https://vd4.bdstatic.com/mda-nkbeeabg5a9uz71c/sc/cae_h264/1668249365519974112/mda-nkbeeabg5a9uz71c.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1670777841-0-0-b7ccacd3902f2b5895fa8a1a6b225855&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1641268754&vid=12328235598737970038&abtest=104960_2-106506_2&klogid=1641268754
宫庭正剧,http://bj.new1cloud.com/bdcdncmn3-inter-71edge-com.new1cloud.com/tslive/c54_lb_152_600_t10/c54_lb_152_600_t10.m3u8?key
红山牌烟,https://vd2.bdstatic.com/mda-nfac45t4axprmr5k/sc/cae_h264/1654996371850684918/mda-nfac45t4axprmr5k.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1670775697-0-0-0cb13b90167790502247ca6ead3dc0e6&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=3096953502&vid=6089457027668723666&abtest=104960_2-106506_2&klogid=3096953502
岛国末日生存游戏,https://vd3.bdstatic.com/mda-nfefqdfv15pf5vup/sc/cae_h264/1655292964274081968/mda-nfefqdfv15pf5vup.mp4?v_from_s=hkapp-haokan-hbf&auth_key=1666247935-0-0-bef9f47232ca4c5bfe15a2b85844dff1&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0535698717&vid=1373455815919040944&abtest=104959_1&klogid=0535698717
哥斯拉毁灭东京,https://vd2.bdstatic.com/mda-ngucjuydws2fd7ae/sc/cae_h264/1659086201674226933/mda-ngucjuydws2fd7ae.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1666287923-0-0-0f80ee3460356726e17cd3e6e1ba8800&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0923421023&vid=12847450809790275073&abtest=104959_2&klogid=0923421023

A.60万日军沦为俘虏,https://vd4.bdstatic.com/mda-nh2ehwun7n624hvw/sc/cae_h264/1659524723174102304/mda-nh2ehwun7n624hvw.mp4?v_from_s=hkapp-haokan-hbf&auth_key=1666248290-0-0-989e6f3191a97ec13985cf5e58ead1f6&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=0890578245&vid=8006838544118634015&abtest=104959_1&klogid=0890578245
B.日本人的噩梦,https://vd3.bdstatic.com/mda-nh2fpdasd88ivkx9/720p/h264/1659524693733916043/mda-nh2fpdasd88ivkx9.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1666288079-0-0-9736fd0a1033db1899dab6b7f3ed1079&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1079559497&vid=15535975653560617797&abtest=104959_2&klogid=1079559497
C.不愧是战斗民族,https://vd2.bdstatic.com/mda-nh2ehz27usa063jk/sc/cae_h264/1659525233541266899/mda-nh2ehz27usa063jk.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1666288129-0-0-ed3c3ee85d70a91932dcf7b34b1ecc97&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1129275702&vid=11139781193732259776&abtest=104959_2&klogid=1129275702
日军的最惨败仗,https://vd3.bdstatic.com/mda-nhphmgf3augwudwc/sc/cae_h264/1661391799462993004/mda-nhphmgf3augwudwc.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1666288203-0-0-a912c50b833d53fe68735537769feb55&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1203847148&vid=4319842518330699854&abtest=104959_2&klogid=1203847148
鬼子被困孤岛,https://vd2.bdstatic.com/mda-nhphmmx0pbsd918y/sc/cae_h264/1661345393973381310/mda-nhphmmx0pbsd918y.mp4?v_from_s=hkapp-haokan-hbf&auth_key=1666248409-0-0-5b4c9e81a31f3d6e4744c356fd86ee9d&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1009823699&vid=6899848997344278606&abtest=104959_1&klogid=1009823699
我们的喜剧片,https://vd2.bdstatic.com/mda-nhpk23em440kfxb0/sc/cae_h264/1661359177736100632/mda-nhpk23em440kfxb0.mp4?v_from_s=hkapp-haokan-hbf&auth_key=1666248450-0-0-dc4a9f353a205d2a697e97d3e9346463&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1050669932&vid=8301576058904599509&abtest=104959_1&klogid=1050669932
10万日军全灭,https://vd2.bdstatic.com/mda-nhrfsb0ddkxkv2a5/sc/cae_h264/1661513273729945609/mda-nhrfsb0ddkxkv2a5.mp4?v_from_s=hkapp-haokan-hbf&auth_key=1666248490-0-0-88e47b20fdc20b8cfd2b9c3eb6980e2e&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1090187889&vid=6767192918847637469&abtest=104959_1&klogid=1090187889
日本大战俄国1,https://vd4.bdstatic.com/mda-nhrfs5sjvad5kjhe/sc/cae_h264/1661513591105581579/mda-nhrfs5sjvad5kjhe.mp4?v_from_s=hkapp-haokan-hbf&auth_key=1666248490-0-0-1b7200269a4fece44568f04ff8f5fe41&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1090666390&vid=11993620627434128325&abtest=104959_1&klogid=1090666390
日本大战俄国2,https://vd2.bdstatic.com/mda-nhs3338566028k86/sc/cae_h264/1661567359007688919/mda-nhs3338566028k86.mp4?v_from_s=hkapp-haokan-hbf&auth_key=1666248491-0-0-61ff7737481eedcc144f2bef4d7f8fdf&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1091397859&vid=16153009109059707393&abtest=104959_1&klogid=1091397859
鬼子最大的战舰,https://vd2.bdstatic.com/mda-nhv52hft375y8xrd/sc/cae_h264/1661832843040711106/mda-nhv52hft375y8xrd.mp4?v_from_s=hkapp-haokan-nanjing&auth_key=1666288316-0-0-18465efff6c87d300a13cb2176b19fe9&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1316406957&vid=2390428364177394906&abtest=104959_2&klogid=1316406957
死了直接喂王八,https://vd2.bdstatic.com/mda-nhv52m0fa0imj9zi/sc/cae_h264/1661833153631667840/mda-nhv52m0fa0imj9zi.mp4?v_from_s=hkapp-haokan-hbf&auth_key=1666248585-0-0-9f3dead7675d5d455053e1052a32ad43&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1185885664&vid=11362901412757191886&abtest=104959_1&klogid=1185885664
永不沉没的战舰,https://vd2.bdstatic.com/mda-nhv52rfb3mtp6suv/sc/cae_h264/1661834087174005580/mda-nhv52rfb3mtp6suv.mp4?v_from_s=hkapp-haokan-hbf&auth_key=1666248586-0-0-d6d2daa016120ecec0d9a19b8df9beb4&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1186522158&vid=3650655058622985986&abtest=104959_1&klogid=1186522158

鬼子的作死之路1,https://vd4.bdstatic.com/mda-ni7fjv3vad7sgxzi/sc/cae_h264/1662636313614670081/mda-ni7fjv3vad7sgxzi.mp4?v_from_s=hkapp-haokan-hbf&auth_key=1666248679-0-0-4931db597e19204074bf04a9b2f153d2&bcevod_channel=searchbox_feed&cd=0&pd=1&pt=3&logid=1278958114&vid=1694539891562323438&abtest=104959_1&klogid=1278958114
